key,translation,locale
company.account.table.actions,Actions,en_US
company.account.table.actions,Aktion,de_DE
company.account.business_unit.view,View,en_US
company.account.business_unit.view,Ansehen,de_DE
company.account.business_unit.create,Create,en_US
company.account.business_unit.create,Erstellen,de_DE
company.account.business_unit.edit,Edit,en_US
company.account.business_unit.edit,Ändern,de_DE
company.account.business_unit.delete,Delete,en_US
company.account.business_unit.delete,Löschen,de_DE
company.account.business_unit.address,Addresses,en_US
company.account.business_unit.address,Adresse,de_DE
company.account.business_unit.details,Details,de_DE
company.account.business_unit.details,Details,en_US
company.account.business_unit.delete.confirmation.warning,Warning,en_US
company.account.business_unit.delete.confirmation.warning,Warnung,de_DE
company.company_business_unit.delete.error.has_users,You can not delete a business unit while it contains users,en_US
company.company_business_unit.delete.error.has_users,Du kannst diese Geschäftseinheit nicht löschen solange die Nutzer vorhanden sind,de_DE
company.account.address.is_default_billing,Is default billing address,en_US
company.account.address.is_default_billing,Standard Rechnungsadresse,de_DE
company.account.authorization.success,Registration Successful,en_US
company.account.authorization.success,Registrierung erfolgreich,de_DE
company.account.company_user,Users,en_US
company.account.company_user,Benutzer,de_DE
company.account.company_user.add,Add new user,en_US
company.account.company_user.add,Benutzer hinzufügen,de_DE
company.account.company_role,Roles,en_US
company.account.company_role,Rollen,de_DE
company.account.company_role.add,Add new role,en_US
company.account.company_role.add,Neue Rolle hinzufügen,de_DE
company.account.company_role.default,Default,en_US
company.account.company_role.default,Default,de_DE
company.account.company_role.edit,Edit,en_US
company.account.company_role.edit,Bearbeiten,de_DE
company.account.company_role.name,Name,en_US
company.account.company_role.name,Name,de_DE
company.account.company_role.is_default,Is Default,en_US
company.account.company_role.is_default,Is Default,de_DE
company.account.company_role.edit_information,Edit Role Information,en_US
company.account.company_role.edit_information,Rolleninformation bearbeiten,de_DE
company.account.company_role.details,Details,en_US
company.account.company_role.details,Details,de_DE
company.account.company_role.view,View,en_US
company.account.company_role.view,Ansehen,de_DE
company.account.company_role.user.manage,Manage assigned company users,en_US
company.account.company_role.user.manage,Verwalte die zugewiesenen Firmenbenutzer,de_DE
company.account.company_role.users,Users,en_US
company.account.company_role.users,Benutzer,de_DE
company.account.company_role.permissions,Permissions,en_US
company.account.company_role.permissions,Berechtigungen,de_DE
company.account.company_role.permission.key,Key,en_US
company.account.company_role.permission.key,Schlüssel,de_DE
company.account.company_role.permission.configure,Configure,en_US
company.account.company_role.permission.configure,Konfigurieren,de_DE
company.account.company_role.permission.manage,Manage permissions,en_US
company.account.company_role.permission.manage,Berechtigungsmanagement,de_DE
company.account.company_role.permission.status,Status,en_US
company.account.company_role.permission.status,Status ,de_DE
company.account.company_role.permission.assign,Assign,en_US
company.account.company_role.permission.assign,Zuweisen,de_DE
company.account.company_role.permission.assigned,Assigned,en_US
company.account.company_role.permission.assigned,Zugewiesen,de_DE
company.account.company_role.permission.unassign,Unassign,en_US
company.account.company_role.permission.unassign,Revidieren,de_DE
company.account.company_role.permission.unassigned,Unassigned,en_US
company.account.company_role.permission.unassigned,Revidiert,de_DE
company.company_role.delete.error.has_users,You can not delete a role while it contains users,en_US
company.company_role.delete.error.has_users,Du kannst diese Rolle nicht löschen solange die Nutzer vorhanden sind,de_DE
company.account.business_unit.name,Name,en_US
company.account.business_unit.name,Name,de_DE
company.account.business_unit.email,Email,en_US
company.account.business_unit.email,Email,de_DE
company.account.business_unit.phone,Telephone number,en_US
company.account.business_unit.phone,Telefonnummer,de_DE
company.account.business_unit.external_url,External Url,en_US
company.account.business_unit.external_url,Externe Url,de_DE
company.account.business_unit,Business Units,en_US
company.account.business_unit,Geschäftseinheit,de_DE
company.account.business_unit.add,Create Business Unit,en_US
company.account.business_unit.add,Geschäftseinheit erstellen,de_DE
company.account.business_unit.edit_information,Edit,en_US
company.account.business_unit.edit_information,Bearbeiten,de_DE
company.account.company_name,Company name,en_US
company.account.company_name,Firmenname,de_DE
company.account.company_user,Users,en_US
company.account.company_user,Benutzer,de_DE
company.account.company_user.name,Name,en_US
company.account.company_user.name,Name,de_DE
company.account.company_user.role,Role,en_US
company.account.company_user.role,Rolle,de_DE
company.account.company_user.add,Create user,en_US
company.account.company_user.add,Benutzer hinzufügen,de_DE
company.account.company_user.business_unit,Business unit,en_US
company.account.company_user.business_unit,Geschäftseinheit,de_DE
company.account.company_user.edit,Edit,en_US
company.account.company_user.edit,Bearbeiten,de_DE
company.account.company_user.delete.successful,The user has been deleted,en_US
company.account.company_user.delete.successful,Der Benutzer wurde gelöscht,de_DE
company.account.company_user.delete,Delete,en_US
company.account.company_user.delete,Löschen,de_DE
company.account.company_user.edit_information,Edit user information,en_US
customer.access.cannot_see_price,Please login to see the price,en_US
customer.access.cannot_see_price,"Bitte melde dich an, um den Preis zu sehen",de_DE
company.account.company_user.edit_information,Benutzerinfomation bearbeiten,de_DE
company.account.company_user.delete.back,Back,en_US
company.account.company_user.delete.back,Zurück,de_DE
company.account.company_user.edit_information,Edit user '%first_name% %last_name%',en_US
company.account.company_user.edit_information,Benutzer '%first_name% %last_name%' bearbeiten,de_DE
company.account.company_user.enable,Enable,en_US
company.account.company_user.enable,Aktivieren,de_DE
company.account.company_user.disable,Disable,en_US
company.account.company_user.disable,Deaktivieren,de_DE
company.account.company_user.status.enable.success,Company user successfully enabled,en_US
company.account.company_user.status.enable.success,Der Firmenbenutzer wurde erfolgreich aktiviert,de_DE
company.account.company_user.status.enable.error,Company user cannot be enabled,en_US
company.account.company_user.status.enable.error,Der Firmenbenutzer konnte nicht aktiviert werden,de_DE
company.account.company_user.status.enable.error.cannot_enable_yourself,You are not allowed to enable yourself,en_US
company.account.company_user.status.enable.error.cannot_enable_yourself,Du kannst dich selber nicht aktivieren,de_DE
company.account.company_user.status.disable.success,Company user successfully disabled,en_US
company.account.company_user.status.disable.success,Der Firmenbenutzer wurde erfolgreich deaktiviert,de_DE
company.account.company_user.status.disable.error,Company user cannot be disabled,en_US
company.account.company_user.status.disable.error,Der Firmenbenutzer konnte nicht deaktiviert werden,de_DE
company.account.company_user.status.disable.error.cannot_disable_yourself,You are not allowed to disable yourself,en_US
company.account.company_user.status.disable.error.cannot_disable_yourself,Du kannst dich selber nicht deaktivieren,de_DE
quick-order.page-title,Quick Order,en_US
quick-order.page-title,Schnellbestellung,de_DE
quick-order.input-label.qty,"# Qty",en_US
quick-order.input-label.qty,"# Anzahl",de_DE
quick-order.input-label.sku,SKU,en_US
quick-order.input-label.sku,Artikelnummer,de_DE
quick-order.button.add-more-rows,Add More Rows,en_US
quick-order.button.add-more-rows,Reihen hinzufügen,de_DE
quick-order.button.create-order,Create Order,en_US
quick-order.button.create-order,Bestellen,de_DE
quick-order.button.clear-all-rows,Clear All Rows,en_US
quick-order.button.clear-all-rows,Eingabe löschen,de_DE
quick-order.message.success.the-form-items-have-been-successfully-cleared,The form items have been successfully cleared.,en_US
quick-order.message.success.the-form-items-have-been-successfully-cleared,Eingegebene Daten wurden erfolgreich gelöscht.,de_DE
quick-order.errors.items-required,Please enter at least one product SKU,en_US
quick-order.errors.items-required,Bitte gebe mindestens eine Produkt-Artikelnummer,de_DE
quick-order.errors.quantity-required,Quantity must be at least 1,en_US
quick-order.errors.quantity-required,Die Anzahl muss mindestens 1 sein,de_DE
quick-order.paste-order.title,Paste your order,en_US
quick-order.paste-order.title,Wunscheinkauf einfügen,de_DE
quick-order.paste-order.description,"Copy and paste your order with the item # and quantity separated by spaces, semicolons or commas.",en_US
quick-order.paste-order.description,"Kopieren deine Wunscheinkauf und fügen diese hier ein. Nutzen dazu die Artikelnummer und die gewünschte Anzahl getrennt durch ein Leerzeichen, Semikolon oder Komma. Bitte nutze eine neue Zeile pro Artikel.",de_DE
quick-order.paste-order.input-placeholder.copy-paste-order,Paste your order here,en_US
quick-order.paste-order.input-placeholder.copy-paste-order,Wunscheinkauf hier einfügen,de_DE
quick-order.paste-order.button.verify,Verify,en_US
quick-order.paste-order.button.verify,Prüfen,de_DE
quick-order.paste-order.errors.text-order-format-incorrect,"Order format is incorrect.",en_US
quick-order.paste-order.errors.text-order-format-incorrect,"Falsches Bestellungsformat.",de_DE
quick-order.paste-order.errors.parser.separator-not-detected,"Separator is not defined.",en_US
quick-order.paste-order.errors.parser.separator-not-detected,"Trennzeichen nicht definiert.",de_DE
checkout.pre.check.shipment.failed,Invalid shipping method %method_name% (%carrier_name%).,en_US
checkout.pre.check.shipment.failed,Ungültige Versandmethode %method_name% (%carrier_name%).,de_DE
measurement_units.item.name,Item,en_US
measurement_units.item.name,Stück,de_DE
measurement_units.standard.weight.kilo.name,Kilo,en_US
measurement_units.standard.weight.kilo.name,Kilo,de_DE
measurement_units.standard.weight.gram.name,Gram,en_US
measurement_units.standard.weight.gram.name,Gramm,de_DE
measurement_units.standard.weight.tone.name,Ton,en_US
measurement_units.standard.weight.tone.name,Tonne,de_DE
measurement_units.standard.weight.gbou.name,GB Ounce,en_US
measurement_units.standard.weight.gbou.name,GB Unze,de_DE
measurement_units.standard.weight.usou.name,US Ounce,en_US
measurement_units.standard.weight.usou.name,US Unze,de_DE
measurement_units.standard.weight.pund.name,Pound,en_US
measurement_units.standard.weight.pund.name,Pfund,de_DE
measurement_units.standard.weight.huwg.name,Hundredweight,en_US
measurement_units.standard.weight.huwg.name,Hundertgewicht,de_DE
measurement_units.standard.weight.gbtn.name,GB Ton,en_US
measurement_units.standard.weight.gbtn.name,GB Tonne,de_DE
measurement_units.standard.weight.ustn.name,US Ton,en_US
measurement_units.standard.weight.ustn.name,US Tonne,de_DE
measurement_units.standard.weight.oztr.name,Troy Ounce,en_US
measurement_units.standard.weight.oztr.name,Feinunze,de_DE
measurement_units.standard.weight.ucwt.name,US Hundredweight,en_US
measurement_units.standard.weight.ucwt.name,US Hundertgewicht,de_DE
measurement_units.standard.length.metr.name,Meter,en_US
measurement_units.standard.length.metr.name,Meter,de_DE
measurement_units.standard.length.cmet.name,Centimeter,en_US
measurement_units.standard.length.cmet.name,Zentimeter,de_DE
measurement_units.standard.length.mmet.name,Millimetre,en_US
measurement_units.standard.length.mmet.name,Millimeter,de_DE
measurement_units.standard.length.kmet.name,Kilometre,en_US
measurement_units.standard.length.kmet.name,Kilometer,de_DE
measurement_units.standard.length.inch.name,Inch,en_US
measurement_units.standard.length.inch.name,Zoll,de_DE
measurement_units.standard.length.yard.name,Yard,en_US
measurement_units.standard.length.yard.name,Garten,de_DE
measurement_units.standard.length.foot.name,Foot,en_US
measurement_units.standard.length.foot.name,Fuß,de_DE
measurement_units.standard.length.mile.name,Mile,en_US
measurement_units.standard.length.mile.name,Meile,de_DE
measurement_units.standard.area.smet.name,Square Metre,en_US
measurement_units.standard.area.smet.name,Quadratmeter,de_DE
measurement_units.standard.area.sqki.name,Square Kilometre,en_US
measurement_units.standard.area.sqki.name,Quadratkilometer,de_DE
measurement_units.standard.area.smil.name,Square Millimetre,en_US
measurement_units.standard.area.smil.name,Quadratischer Millimeter,de_DE
measurement_units.standard.area.scmt.name,Square Centimetre,en_US
measurement_units.standard.area.scmt.name,Quadratischer Zentimeter,de_DE
measurement_units.standard.area.sqin.name,Square Inch,en_US
measurement_units.standard.area.sqin.name,Quadratzoll,de_DE
measurement_units.standard.area.sqfo.name,Square Foot,en_US
measurement_units.standard.area.sqfo.name,Quadratfuß,de_DE
measurement_units.standard.area.sqmi.name,Square Mile,en_US
measurement_units.standard.area.sqmi.name,Quadratmeile,de_DE
measurement_units.standard.area.sqya.name,Square Yard,en_US
measurement_units.standard.area.sqya.name,Platz Hof,de_DE
measurement_units.standard.area.acre.name,Acre,en_US
measurement_units.standard.area.acre.name,Acre,de_DE
measurement_units.standard.area.ares.name,Are,en_US
measurement_units.standard.area.ares.name,Sind,de_DE
measurement_units.standard.area.hect.name,Hectare,en_US
measurement_units.standard.area.hect.name,Hektar,de_DE
measurement_units.standard.litr.name,Litre,en_US
measurement_units.standard.litr.name,Liter,de_DE
measurement_units.standard.celi.name,Centilitre,en_US
measurement_units.standard.celi.name,Zentiliter,de_DE
measurement_units.standard.mili.name,Milli Litre,en_US
measurement_units.standard.mili.name,Milliliter,de_DE
measurement_units.standard.gbga.name,GB Gallon,en_US
measurement_units.standard.gbga.name,GB Gallone,de_DE
measurement_units.standard.gbpi.name,GB Pint,en_US
measurement_units.standard.gbpi.name,GB Pint,de_DE
measurement_units.standard.uspi.name,US Pint,en_US
measurement_units.standard.uspi.name,US Pint,de_DE
measurement_units.standard.gbqa.name,GB Quart,en_US
measurement_units.standard.gbqa.name,GB Quart,de_DE
measurement_units.standard.usqa.name,US Quart,en_US
measurement_units.standard.usqa.name,US Quart,de_DE
measurement_units.standard.usga.name,US Gallon,en_US
measurement_units.standard.usga.name,US Gallone,de_DE
measurement_units.standard.barl.name,Barrel,en_US
measurement_units.standard.barl.name,Fass,de_DE
measurement_units.standard.bcuf.name,Billion Cubic Feet,en_US
measurement_units.standard.bcuf.name,Milliarden Kubikfuß,de_DE
measurement_units.standard.bdft.name,Board Feet,en_US
measurement_units.standard.bdft.name,Board Füße,de_DE
measurement_units.standard.cbme.name,Cubic Meter,en_US
measurement_units.standard.cbme.name,Kubikmeter,de_DE
measurement_units.standard.miba.name,Million Barrel,en_US
measurement_units.standard.miba.name,Million Fass,de_DE
measurement_units.standard.dgeu.name,Diesel Gallon Equivalent,en_US
measurement_units.standard.dgeu.name,Diesel-Gallonenäquivalent,de_DE
measurement_units.standard.ggeu.name,Gasoline Gallon Equivalent,en_US
measurement_units.standard.ggeu.name,Benzin Gallonenäquivalent,de_DE
measurement_units.standard.busl.name,Bushel,en_US
measurement_units.standard.busl.name,Scheffel,de_DE
measurement_units.recommendation.between-units-info,The quantity you have chosen is in between 2 base units,en_US
measurement_units.recommendation.between-units-info,Deine gewählte Anzahl liegt zwischen 2 Basiseinheiten,de_DE
measurement_units.recommendation.min-violation,Minimum quantity requirements for product are not fulfilled,en_US
measurement_units.recommendation.min-violation,Minimale Mengenanforderungen für das Produkt sind nicht erfüllt,de_DE
measurement_units.recommendation.max-violation,Maximum quantity requirements for product are not fulfilled,en_US
measurement_units.recommendation.max-violation,"Bitte beachte, dass wir Artikel nur in haushaltsüblichen Mengen abgeben.",de_DE
measurement_units.recommendation.suggestion,Would you like to add,en_US
measurement_units.recommendation.suggestion,Was würdest du gerne hinzufügen? ,de_DE
measurement_units.new-price,New price,en_US
measurement_units.new-price,Neuer Preis,de_DE
product.measurement.sales_unit,Sales Unit,en_US
product.measurement.sales_unit,Maßeinheit,de_DE
cart.pre.check.quantity.min.failed,Die minimale Mengenanforderung für Produkt SKU '%sku%' ist nicht erreicht.,de_DE
cart.pre.check.quantity.min.failed,Minimum quantity requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.quantity.max.failed,"Bitte beachte, dass wir Artikel nur in haushaltsüblichen Mengen abgeben.",de_DE
cart.pre.check.quantity.max.failed,Maximum quantity for product SKU '%sku%' is exceeded.,en_US
cart.pre.check.quantity.value.failed,Falsche Menge für Produkt SKU '%sku%'.,de_DE
cart.pre.check.quantity.value.failed,Wrong quantity for product SKU '%sku%'.,en_US
cart.pre.check.quantity.interval.failed,Die Anzahl für Produkt SKU '%sku%' liegt nicht innerhalb des vorgegebenen Intervals.,de_DE
cart.pre.check.quantity.interval.failed,Quantity interval requirements for product SKU '%sku%' are not fulfilled.,en_US
company.account.company_user.edit_information,Benutzerinfomation bearbeiten,de_DE
persistent_cart.error.quote.not_available,Cart does not exists,en_US
persistent_cart.error.quote.not_available,Einkaufsliste existiert nicht,de_DE
persistent_cart.quote.remove.success,Cart deleted successfully,en_US
persistent_cart.quote.remove.success,Einkaufsliste wurde erfolgreich gelöscht,de_DE
persistent_cart.quote.remove.can_not_remove_last_cart,Customer should have at least one cart,en_US
persistent_cart.quote.remove.can_not_remove_last_cart,Der Kunde sollte mindestens einen Einkaufsliste haben,de_DE
cart_note.cart_page.item.note_added,"Note has been successfully added to item '%sku%'",en_US
cart_note.cart_page.item.note_added,"Hinweis wurde erfolgreich zu Element '%sku%' hinzugefügt",de_DE
cart_note.cart_page.cart.note_added,Note has been successfully added to Cart,en_US
cart_note.cart_page.cart.note_added,Hinweis wurde erfolgreich zum Einkaufsliste hinzugefügt,de_DE
cart_note.quote_form.enter_note,Add a note for the cart,en_US
cart_note.quote_form.enter_note,Füge dem Einkaufsliste eine Notiz hinzu,de_DE
cart_note.quote_form.placeholder,Enter your note,en_US
cart_note.quote_form.placeholder,Gebe deine Notiz ein,de_DE
cart_note.item_form.enter_note,Add a note for the item,en_US
cart_note.item_form.enter_note,Füge dem Artikel eine Notiz hinzu,de_DE
cart_note.item_form.placeholder,Enter your note,en_US
cart_note.item_form.placeholder,Gebe deine Notiz ein,de_DE
cart_note.form.save,Save,en_US
cart_note.form.save,Speichern,de_DE
cart_note.checkout_page.item_note,Note,en_US
cart_note.checkout_page.item_note,Notiz,de_DE
cart_note.checkout_page.quote_note,Cart Note,en_US
cart_note.checkout_page.quote_note,Einkaufsliste Notiz,de_DE
cart_note.customer_page.item_note,Order item Note,en_US
cart_note.customer_page.item_note,Bestellposition Notiz,de_DE
cart_note.customer_page.order_note,Order Note,en_US
cart_note.customer_page.order_note,Bestellhinweis,de_DE
cart.validate.items.price.changed,"Prices have been changed for products with SKU '%sku%'.",en_US
cart.validate.items.price.changed,"Preis wurde für Produkte mit SKU geändert '%sku%'.",de_DE
multi_cart.form.create_cart,"Add new cart",en_US
multi_cart.form.create_cart,"Füge einen neuen Einkaufsliste hinzu",de_DE
multi_cart.form.quote.name,"Cart Name",en_US
multi_cart.form.quote.name,"Name des Warenkorbes",de_DE
multi_cart.form.edit_cart,"Change Name",en_US
multi_cart.form.edit_cart,"Namen ändern",de_DE
multi_cart.form.edit_cart_information,"Edit Cart information",en_US
multi_cart.form.edit_cart_information,"Einkaufsliste-Informationen bearbeiten",de_DE
multi_cart.cart.set_default.success,"Cart '%quote%' has successfully been set to your active cart.",en_US
multi_cart.cart.set_default.success,"Einkaufsliste '%quote%' wurde erfolgreich aktiviert.",de_DE
multi_cart_page.cart_clear.success,"Cart was successfully cleared",en_US
multi_cart_page.cart_clear.success,"Einkaufsliste wurde erfolgreich gelöscht",de_DE
multi_cart_page.cart_delete_confirmation.warning,Warning,en_US
multi_cart_page.cart_delete_confirmation.warning,Warnung,de_DE
multi_cart_page.cart_delete_confirmation.trying_to_delete,You are trying to delete Cart,en_US
multi_cart_page.cart_delete_confirmation.trying_to_delete,Du versuchst den Einkaufsliste zu löschen,de_DE
multi_cart_page.cart_delete_confirmation.shared_with,It is shared with the following users,en_US
multi_cart_page.cart_delete_confirmation.shared_with,Der Einkaufsliste ist mit den folgenden Personen geteilt,de_DE
multi_cart_page.cart_delete_confirmation.from_all_of_them,It will be deleted from all of them,en_US
multi_cart_page.cart_delete_confirmation.from_all_of_them,Der Einkaufsliste wird für alle Nutzer gelöscht,de_DE
multi_cart_page.cart_delete_confirmation.cancel,Cancel,en_US
multi_cart_page.cart_delete_confirmation.cancel,Abbrechen,de_DE
multi_cart_page.cart_delete_confirmation.delete,Delete,en_US
multi_cart_page.cart_delete_confirmation.delete,Löschen,de_DE
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Shopping carts,en_US
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Warenkörbe,de_DE
multi_cart_widget.cart.cart_name,"Cart Name",en_US
multi_cart_widget.cart.cart_name,"Name des Warenkorbes",de_DE
multi_cart_widget.cart.add,"Create New Cart",en_US
multi_cart_widget.cart.add,"Neuen Einkaufsliste erstellen",de_DE
multi_cart_widget.cart.action.change_name,"Change Name",en_US
multi_cart_widget.cart.action.change_name,"Namen ändern",de_DE
multi_cart_widget.cart.action.duplicate,"Duplicate",en_US
multi_cart_widget.cart.action.duplicate,"Duplikat",de_DE
multi_cart_widget.cart.action.clear,"Clear cart",en_US
multi_cart_widget.cart.action.clear,"Leerer Einkaufsliste",de_DE
multi_cart_widget.cart.action.delete,"Delete cart",en_US
multi_cart_widget.cart.action.delete,"Einkaufsliste löschen",de_DE
multi_cart_widget.cart.action.view,"View details",en_US
multi_cart_widget.cart.action.view,"Einkaufsliste ansehen",de_DE
multi_cart_widget.cart.action.set_default,"Set active",en_US
multi_cart_widget.cart.action.set_default,"Aktiv setzen",de_DE
multi_cart_widget.cart.default,"Active",en_US
multi_cart_widget.cart.default,"Aktiv",de_DE
multi_cart_widget.cart.item,"Item",en_US
multi_cart_widget.cart.item,"Artikel",de_DE
multi_cart_widget.cart.items,"Items",en_US
multi_cart_widget.cart.items,"Artikel",de_DE
multi_cart_widget.cart.view_all,"View all carts",en_US
multi_cart_widget.cart.view_all,"Alle Warenkörbe anzeigen",de_DE
multi_cart_widget.cart.cart,"Cart",en_US
multi_cart_widget.cart.cart,"Einkaufsliste",de_DE
multi_cart_widget.cart.carts,"Carts",en_US
multi_cart_widget.cart.carts,"Einkaufsliste",de_DE
multi_cart_widget.cart.list,"Cart List",en_US
multi_cart_widget.cart.list,"Einkaufsliste-Liste",de_DE
multi_cart_widget.cart.status,"Status",en_US
multi_cart_widget.cart.status,"Status",de_DE
multi_cart_widget.cart.sub_total,"Sub Total",en_US
multi_cart_widget.cart.sub_total,"Zwischensumme",de_DE
multi_cart_widget.cart.actions,"Actions",en_US
multi_cart_widget.cart.actions,"Aktionen",de_DE
multi_cart_widget.cart.created.success,"Cart '%quoteName%' was created successfully",en_US
multi_cart_widget.cart.created.success,"Einkaufsliste '%quoteName%' wurde erfolgreich erstellt",de_DE
multi_cart_widget.cart.updated.success,"Cart updated successfully",en_US
multi_cart_widget.cart.updated.success,"Einkaufsliste wurde erfolgreich aktualisiert",de_DE
multi_cart_widget.cart.remove.confirm,Are you sure that you want to remove this cart?,en_US
multi_cart_widget.cart.remove.confirm,"Bist du sicher, dass du diesen Einkaufsliste entfernen möchtest?",de_DE
shared_cart_widget.add_product.separate,"Add as separate item",en_US
shared_cart_widget.add_product.separate,"Als separaten Artikel hinzufügen",de_DE
shared_cart_widget.cart.share,"Share cart",en_US
shared_cart_widget.cart.share,"Einkaufsliste teilen",de_DE
shared_cart_widget.cart.unshare,"Unshare cart",en_US
shared_cart_widget.cart.unshare,"Freigabewagen wird aufgehoben",de_DE
shared_cart_widget.cart.dismiss,Dismiss,en_US
shared_cart_widget.cart.dismiss,Ablehnen,de_DE
shared_cart_widget.share_list.shared_with,Cart shared with,en_US
shared_cart_widget.share_list.shared_with,Einkaufsliste geteilt mit,de_DE
shared_cart_widget.share_list.customer_name,Customer name,en_US
shared_cart_widget.share_list.customer_name,Kundenname,de_DE
shared_cart_widget.share_list.permission,Access level,en_US
shared_cart_widget.share_list.permission,Zugriffsebene,de_DE
shared_cart_widget.share_list.actions,Actions,en_US
shared_cart_widget.share_list.actions,Aktionen,de_DE
shared_cart_widget.share_list.action.unshare,Unshare cart,en_US
shared_cart_widget.share_list.action.unshare,Freigabe des Warenkorbes,de_DE
shared_cart.share_list.permissions.NO_ACCESS,No access,en_US
shared_cart.share_list.permissions.NO_ACCESS,Kein Zugang,de_DE
shared_cart.share_list.permissions.READ_ONLY,Read-only,en_US
shared_cart.share_list.permissions.READ_ONLY,Schreibgeschützt,de_DE
shared_cart.share_list.permissions.FULL_ACCESS,Full access,en_US
shared_cart.share_list.permissions.FULL_ACCESS,Voller Zugriff,de_DE
shared_cart.form.share_cart,"Share cart",en_US
shared_cart.form.share_cart,"Einkaufsliste teilen",de_DE
shared_cart.form.share_cart.title,"Share cart ""cart_name""",en_US
shared_cart.form.share_cart.title,"Einkaufsliste teilen ""cart_name""",de_DE
shared_cart.form.customer,"Customer name",en_US
shared_cart.form.customer,Kundenname,de_DE
shared_cart.form.select_customer,Select customer,en_US
shared_cart.form.select_customer,"Wähle den Kunden aus",de_DE
shared_cart.form.select_permissions,Select access level,en_US
shared_cart.form.select_permissions,"Wähle Zugriffsebene",de_DE
shared_cart.form.share_button,Share,en_US
shared_cart.form.share_button,Aktie,de_DE
shared_cart.form.save_button,Save,en_US
shared_cart.form.save_button,Speichern,de_DE
shared_cart.form.data_empty,"There are no Users with whom you can share shopping cart.",en_US
shared_cart.form.data_empty,"Es gibt keine Benutzer, mit denen du den Einkaufsliste teilen kannst.",de_DE
shared_cart.share.error.already_exist,Cart was already shared with this customer,en_US
shared_cart.share.error.already_exist,Der Einkaufsliste wurde bereits mit diesem Kunden geteilt,de_DE
shared_cart.share.breadcrumbs.share,Share,en_US
shared_cart.share.breadcrumbs.share,Teilen,de_DE
shared_cart.share.breadcrumbs.shopping_carts,Shopping carts,en_US
shared_cart.share.breadcrumbs.shopping_carts,Warenkörbe,de_DE
shared_cart.share.form.users,Users,en_US
shared_cart.share.form.users,Benutzer,de_DE
shared_cart_page.share.success,Cart was successfully shared,en_US
shared_cart_page.share.success,Einkaufsliste wurde erfolgreich geteilt,de_DE
shared_cart_page.unshare.success,Cart was successfully unshared,en_US
shared_cart_page.unshare.success,Einkaufsliste wurde erfolgreich freigegeben,de_DE
shopping_list.shopping_list,Shopping list,en_US
shopping_list.shopping_list,Merkzettel,de_DE
shopping_list.item_quantity,Anzahl,de_DE
shopping_list.item_quantity,Quantity,en_US
shopping_list.remove_all_items,Remove all,en_US
shopping_list.remove_all_items,Alles entfernen,de_DE
shopping_list.item_note,Note:,en_US
shopping_list.item_note,Hinweis:,de_DE
shopping_list.item_note.add,"Add a note +",en_US
shopping_list.item_note.add,"Füg ein Notiz hinzu +",de_DE
customer.account.shopping_list,Shopping lists,en_US
customer.account.shopping_list,Einkaufslisten,de_DE
customer.account.shopping_list.access,Access,en_US
customer.account.shopping_list.access,Zugriff,de_DE
customer.account.shopping_list.access.full_access,Full Access,en_US
customer.account.shopping_list.access.full_access,Voller Zugriff,de_DE
customer.account.shopping_list.access.read_only,Read Only,en_US
customer.account.shopping_list.access.read_only,Schreibgeschützt,de_DE
customer.account.shopping_list.create.success,"List '%name%' was created successfully.",en_US
customer.account.shopping_list.create.success,"Merkzettel '%name%' wurde erfolgreich erstellt.",de_DE
customer.account.shopping_list.create.failed,Shopping list creation failed.,en_US
customer.account.shopping_list.create.failed,Erstellen der Merkzettel ist fehlgeschlagen,de_DE
customer.account.shopping_list.overview.create.success,Shopping List has been created successfully.,en_US
customer.account.shopping_list.overview.create.success,Merkzettel wurde erfolgreich erstellt.,de_DE
customer.account.shopping_list.overview.shared_with,Shared with,en_US
customer.account.shopping_list.overview.shared_with,Geteilt mit,de_DE
customer.account.shopping_list.overview.title,Manage Shopping Lists,en_US
customer.account.shopping_list.overview.title,Einkaufslisten verwalten,de_DE
customer.account.shopping_list.overview.enter_name,Enter name here,en_US
customer.account.shopping_list.overview.enter_name,Name hier eingeben,de_DE
customer.account.shopping_list.overview.add_new,Add new shopping list,en_US
customer.account.shopping_list.overview.add_new,Neue Merkzettel hinzufügen,de_DE
customer.account.shopping_list.overview.name,Name of List,en_US
customer.account.shopping_list.overview.name,Name der Liste,de_DE
customer.account.shopping_list.overview.item_count,Number of items,en_US
customer.account.shopping_list.overview.item_count,Anzahl der Teile,de_DE
customer.account.shopping_list.overview.modified_date,Date of last update,en_US
customer.account.shopping_list.overview.modified_date,Datum der letzten Aktualisierung,de_DE
customer.account.shopping_list.overview.created_date,Date created,en_US
customer.account.shopping_list.overview.created_date,Hergestellt in,de_DE
customer.account.shopping_list.overview.actions,Actions,en_US
customer.account.shopping_list.overview.actions,Aktion,de_DE
customer.account.shopping_list.overview.edit,Rename,en_US
customer.account.shopping_list.overview.edit,Umbenennen,de_DE
customer.account.shopping_list.overview.view,View,en_US
customer.account.shopping_list.overview.view,Ansehen,de_DE
customer.account.shopping_list.overview.form.new,Create new shopping list,en_US
customer.account.shopping_list.overview.form.new,Erstelle eine neue Merkzettel,de_DE
